ref_id,ALL,UTR5,CDS,UTR3
K09C4.8.1,1-2357,1-140,141-2270,2271-2357
K09C4.8.2,1-2279,1-62,63-2192,2193-2279
K09C4.9.1,1-324,,1-324,
K09C6.10.1,1-462,,1-462,
K09C6.2e.1,1-1961,,1-1905,1906-1961
K09C6.3a.1,1-305,1-3,4-288,289-305
K09C6.3b.1,1-185,,1-168,169-185
K09C6.4a.1,1-882,,1-882,
K09C6.4b.1,1-774,,1-774,
K09C6.5.1,1-771,,1-771,
K09C6.7a.1,1-1846,1-36,37-1800,1801-1846
K09C6.7b.1,1-1836,1-26,27-1790,1791-1836
K09C6.8a.1,1-1702,,1-1656,1657-1702
K09C6.9.1,1-660,1-18,19-606,607-660
K09C8.1.1,1-2683,,1-2352,2353-2683
K09C8.2.1,1-994,,1-897,898-994
K09C8.3.1,1-1704,1-81,82-1704,
K09C8.4.1,1-2021,1-7,8-1903,1904-2021
K09C8.5.1,1-4116,1-21,22-4008,4009-4116
K09C8.6.1,1-419,1-34,35-334,335-419
K09C8.7.1,1-536,1-76,77-370,371-536
K09C8.8.1,1-390,,1-324,325-390
K09C8.9.1,1-454,1-13,14-379,380-454
K09D9.1.1,1-1007,1-57,58-936,937-1007
K09D9.10.1,1-903,,1-903,
K09D9.13.1,1-1086,,1-1086,
K09D9.14.1,1-861,,1-861,
K09D9.2.1,1-1584,1-40,41-1525,1526-1584
K09D9.3.1,1-936,,1-936,
K09D9.6.1,1-999,,1-999,
K09D9.7.1,1-1008,,1-1008,
K09D9.8.1,1-1008,,1-1008,
K09D9.9.1,1-887,1-41,42-860,861-887
K09E10.1a.1,1-2564,,1-2079,2080-2564
K09E10.1b.1,1-2084,,1-1599,1600-2084
K09E10.2a.1,1-2254,1-15,16-2103,2104-2254
K09E10.2b.1,1-2601,1-61,62-958,959-2601
K09E10.2b.2,1-2284,1-23,24-920,921-2284
K09E2.1.1,1-2856,,1-2724,2725-2856
K09E2.2a.1,1-1926,1-70,71-1861,1862-1926
K09E2.2b.1,1-1826,,1-1761,1762-1826
K09E2.3.1,1-1014,1-50,51-683,684-1014
K09E2.3.2,1-1085,1-118,119-751,752-1085
K09E2.3.3,1-1088,1-121,122-754,755-1088
K09E2.4a.1,1-3715,1-65,66-3317,3318-3715
K09E2.4a.2,1-3668,1-18,19-3270,3271-3668
K09E2.4b.1,1-1309,1-8,9-911,912-1309
K09E2.4b.2,1-2525,1-1224,1225-2127,2128-2525
K09E2.4b.3,1-1451,1-150,151-1053,1054-1451
K09E2.4b.4,1-1405,1-104,105-1007,1008-1405
K09E2.4b.5,1-2937,1-1606,1607-2509,2510-2937
K09E3.2.1,1-330,,1-330,
K09E3.5.1,1-1241,1-30,31-984,985-1241
K09E3.6.1,1-1363,1-12,13-972,973-1363
K09E3.7.1,1-2756,1-39,40-2619,2620-2756
K09E4.1.1,1-1190,1-48,49-1152,1153-1190
K09E4.2a.1,1-2125,1-10,11-1915,1916-2125
K09E4.2b.1,1-1925,1-7,8-1756,1757-1925
K09E4.3a.1,1-1136,1-88,89-1030,1031-1136
K09E4.3b.1,1-830,1-6,7-723,724-830
K09E4.4.1,1-2239,1-5,6-2153,2154-2239
K09E4.4.2,1-2313,1-79,80-2227,2228-2313
K09E4.5.1,1-1300,1-3,4-1245,1246-1300
K09E4.6.1,1-954,1-418,419-769,770-954
K09E4.6.2,1-915,1-418,419-769,770-915
K09E9.1a.1,1-1884,1-1,2-1528,1529-1884
K09E9.1a.2,1-1762,1-1,2-1528,1529-1762
K09E9.1a.3,1-1912,1-29,30-1556,1557-1912
K09E9.1b.1,1-1953,1-40,41-1597,1598-1953
K09E9.1b.2,1-1831,1-40,41-1597,1598-1831
K09E9.1b.3,1-1988,1-75,76-1632,1633-1988
K09E9.1c.1,1-1691,,1-1335,1336-1691
K09E9.1c.2,1-1569,,1-1335,1336-1569
K09E9.2.1,1-1325,1-5,6-1148,1149-1325
K09E9.2.2,1-1826,1-61,62-1204,1205-1826
K09E9.3a.1,1-1742,1-31,32-1375,1376-1742
K09E9.3b.1,1-1722,1-31,32-1384,1385-1722
K09E9.4.1,1-879,1-24,25-243,244-879
K09E9.4.2,1-803,,1-219,220-803
K09E9.7.1,1-612,1-84,85-393,394-612
K09E9.7.2,1-533,1-9,10-318,319-533
K09F5.1a.1,1-1086,,1-1086,
K09F5.1b.1,1-1077,,1-1077,
K09F5.2.1,1-4916,1-12,13-4863,4864-4916
K09F5.2.2,1-4923,1-12,13-4863,4864-4923
K09F5.2.3,1-5088,1-12,13-4863,4864-5088
K09F5.3.1,1-356,1-1,2-313,314-356
K09F5.3.2,1-380,1-25,26-337,338-380
K09F5.3.3,1-440,1-79,80-391,392-440
K09F5.3.4,1-434,1-73,74-385,386-434
K09F5.4.1,1-312,,1-312,
K09F5.5.1,1-1428,1-123,124-1293,1294-1428
K09F5.5.2,1-1441,1-129,130-1299,1300-1441
K09F5.6a.1,1-3121,1-136,137-2545,2546-3121
K09F5.6b.1,1-3517,1-136,137-2896,2897-3517
K09F6.10.1,1-2766,1-1000,1001-2152,2153-2766
K09F6.10.2,1-2087,1-321,322-1473,1474-2087
K09F6.10.3,1-2015,1-249,250-1401,1402-2015
K09F6.11.1,1-486,1-93,94-486,
K09F6.13.1,1-1134,1-683,684-1076,1077-1134
K09F6.15.1,1-1341,,1-1299,1300-1341
K09F6.3.1,1-4287,1-42,43-4218,4219-4287
K09F6.6.1,1-1825,1-9,10-1773,1774-1825
K09F6.7.1,1-978,1-57,58-957,958-978
K09F6.8.1,1-1420,1-162,163-1380,1381-1420
K09F6.9.1,1-6312,1-3662,3663-5492,5493-6312
K09G1.1a.1,1-933,1-8,9-644,645-933
K09G1.1a.2,1-1214,1-289,290-925,926-1214
K09G1.1b.1,1-945,1-56,57-656,657-945
K09G1.1c.1,1-1155,1-152,153-866,867-1155
K09G1.1d.1,1-1094,1-82,83-805,806-1094
K09G1.1e.1,1-1073,1-43,44-784,785-1073
K09G1.2.1,1-554,1-61,62-496,497-554
K09G1.4a.1,1-2281,1-18,19-2136,2137-2281
K09G1.4c.1,1-2713,1-18,19-2568,2569-2713
K09G1.4d.1,1-2368,1-18,19-2223,2224-2368
K09G1.4e.1,1-2353,1-18,19-2208,2209-2353
K09G1.4f.1,1-2698,1-18,19-2553,2554-2698
K09G1.4g.1,1-2266,1-18,19-2121,2122-2266
K09H11.1.1,1-3135,1-97,98-3055,3056-3135
K09H11.1.2,1-3049,1-1,2-2959,2960-3049
K09H11.11.1,1-697,1-304,305-529,530-697
K09H11.15.1,1-339,1-60,61-303,304-339
K09H11.3.1,1-3784,1-20,21-3278,3279-3784
K09H11.4.1,1-2158,1-18,19-1911,1912-2158
K09H11.6.1,1-1017,1-224,225-725,726-1017
K09H11.7.1,1-1080,,1-969,970-1080
K09H11.9.1,1-546,,1-546,
K09H9.1.1,1-1125,,1-1125,
K09H9.2.1,1-1380,1-3,4-1335,1336-1380
K09H9.2.2,1-1398,1-21,22-1353,1354-1398
K09H9.3.1,1-912,1-24,25-876,877-912
K09H9.5.1,1-580,1-29,30-551,552-580
K09H9.6.1,1-1842,1-9,10-1731,1732-1842
K09H9.7.1,1-959,1-24,25-522,523-959
K09H9.8.1,1-803,1-144,145-747,748-803
K09H9.9.1,1-471,1-104,105-428,429-471
K10B2.1a.1,1-2648,1-18,19-2016,2017-2648
K10B2.1a.2,1-2870,1-8,9-2006,2007-2870
K10B2.1a.3,1-2349,1-8,9-2006,2007-2349
K10B2.1b.1,1-2643,1-8,9-2012,2013-2643
K10B2.1b.2,1-2355,1-8,9-2012,2013-2355
K10B2.1b.3,1-2653,1-18,19-2022,2023-2653
K10B2.1c.1,1-2470,,1-1839,1840-2470
K10B2.1c.2,1-2182,,1-1839,1840-2182
K10B2.1d.1,1-2697,,1-1833,1834-2697
K10B2.1d.2,1-2176,,1-1833,1834-2176
K10B2.2a.1,1-1711,1-227,228-1640,1641-1711
K10B2.2a.2,1-1830,1-227,228-1640,1641-1830
K10B2.2b.1,1-802,,1-612,613-802
K10B2.3a.1,1-1044,1-37,38-724,725-1044
K10B2.3a.2,1-1167,1-55,56-742,743-1167
K10B2.3b.1,1-1089,1-37,38-769,770-1089
K10B2.3b.2,1-1212,1-55,56-787,788-1212
K10B2.4.1,1-469,1-80,81-422,423-469
K10B2.5.1,1-3555,1-88,89-3118,3119-3555
K10B2.5.2,1-3467,1-55,56-3085,3086-3467
K10B3.10a.1,1-7801,1-12,13-7296,7297-7801
K10B3.10a.2,1-7695,1-12,13-7296,7297-7695
K10B3.10b.1,1-7816,1-12,13-7311,7312-7816
K10B3.1a.1,1-960,1-7,8-229,230-960
K10B3.1b.1,1-481,1-19,20-250,251-481
K10B3.5.1,1-2137,1-14,15-1769,1770-2137
K10B3.6a.1,1-2107,1-13,14-2008,2009-2107
K10B3.6b.1,1-2134,1-9,10-1086,1087-2134
K10B3.6b.2,1-1222,1-9,10-1086,1087-1222
K10B3.6d.1,1-2172,,1-2073,2074-2172
K10B3.7.1,1-1163,1-20,21-1046,1047-1163
K10B3.7.2,1-1204,1-61,62-1087,1088-1204
K10B3.8.1,1-1162,1-2,3-1028,1029-1162
K10B3.8.2,1-1244,1-84,85-1110,1111-1244
K10B3.9.1,1-595,1-13,14-280,281-595
K10B3.9.2,1-1037,1-441,442-708,709-1037
K10B3.9.3,1-1008,1-426,427-693,694-1008
K10B4.1.1,1-3885,,1-3885,
K10B4.2.1,1-1164,,1-1164,
K10B4.3.1,1-2673,1-18,19-2634,2635-2673
K10B4.4.1,1-1342,1-2,3-1214,1215-1342
K10B4.5.1,1-1035,,1-1035,
K10B4.6a.1,1-1322,1-21,22-1140,1141-1322
K10C2.1.1,1-7175,1-137,138-7082,7083-7175
K10C2.12.1,1-323,1-21,22-288,289-323
K10C2.14.1,1-653,1-14,15-371,372-653
K10C2.2.1,1-1044,,1-1044,
K10C2.3.1,1-1206,1-58,59-1159,1160-1206
K10C2.4.1,1-1434,1-91,92-1348,1349-1434
K10C2.4.2,1-1448,1-8,9-1265,1266-1448
K10C2.5.1,1-800,,1-723,724-800
K10C2.6.1,1-497,1-78,79-420,421-497
K10C2.7.1,1-729,1-40,41-328,329-729
K10C2.8.1,1-705,1-11,12-647,648-705
K10C3.2.1,1-1217,1-70,71-595,596-1217
K10C3.2.2,1-839,1-70,71-595,596-839
K10C3.2.3,1-1333,1-186,187-711,712-1333
K10C3.3.1,1-1020,1-1,2-799,800-1020
K10C3.4a.1,1-2462,1-153,154-1266,1267-2462
K10C3.4a.2,1-2451,1-142,143-1255,1256-2451
K10C3.4a.3,1-2403,1-94,95-1207,1208-2403
K10C3.4a.4,1-2393,1-84,85-1197,1198-2393
K10C3.4a.5,1-2321,1-12,13-1125,1126-2321
K10C3.4b.1,1-156,,1-156,
K10C3.5a.1,1-2831,1-9,10-2694,2695-2831
K10C3.5b.1,1-2262,1-11,12-2129,2130-2262
K10C3.6a.1,1-1902,1-2,3-1436,1437-1902
K10C3.6a.2,1-1988,1-2,3-1436,1437-1988
K10C3.6a.3,1-2019,1-33,34-1467,1468-2019
K10C3.6b.1,1-1985,1-2,3-1433,1434-1985
K10C3.6b.2,1-2088,1-105,106-1536,1537-2088
K10C3.6b.3,1-2016,1-33,34-1464,1465-2016
K10C3.6c.1,1-2027,1-55,56-1561,1562-2027
K10C3.6c.2,1-2144,1-86,87-1592,1593-2144
K10C3.6d.1,1-1992,1-65,66-1526,1527-1992
K10C3.6d.2,1-2080,1-67,68-1528,1529-2080
K10C3.6e.1,1-1617,,1-1065,1066-1617
K10C8.1.1,1-1762,1-1,2-1702,1703-1762
K10C8.2a.1,1-1477,,1-1302,1303-1477
K10C8.2b.1,1-1638,1-128,129-1463,1464-1638
K10C8.3a.1,1-1577,1-16,17-1354,1355-1577
K10C8.3a.2,1-1641,1-80,81-1418,1419-1641
K10C8.3b.1,1-704,1-55,56-481,482-704
K10C8.3c.1,1-1538,1-16,17-1315,1316-1538
K10C8.3c.2,1-1606,1-80,81-1379,1380-1606
K10C8.4.1,1-491,1-82,83-370,371-491
K10C8.4.2,1-534,1-125,126-413,414-534
K10C9.1.1,1-417,1-71,72-305,306-417
K10C9.3.1,1-894,1-2,3-842,843-894
K10C9.4a.1,1-972,,1-972,
K10C9.4b.1,1-720,,1-720,
K10C9.6.1,1-1008,,1-1008,
K10C9.7.1,1-824,1-131,132-809,810-824
K10D11.1.1,1-1212,1-77,78-1103,1104-1212
K10D11.2.1,1-1104,1-31,32-1054,1055-1104
K10D11.3a.1,1-1643,1-46,47-1555,1556-1643
K10D11.3b.1,1-1659,1-92,93-1571,1572-1659
K10D11.3c.1,1-1612,,1-1524,1525-1612
K10D11.4.1,1-1511,1-14,15-1487,1488-1511
K10D11.5.1,1-1595,1-63,64-1554,1555-1595
K10D11.6.1,1-1704,1-90,91-1596,1597-1704
K10D11.7a.1,1-522,1-57,58-513,514-522
K10D11.7b.1,1-388,1-190,191-388,
K10D2.1a.1,1-3093,1-7,8-2815,2816-3093
K10D2.1c.1,1-1728,,1-1491,1492-1728
K10D2.2.1,1-2384,1-96,97-1623,1624-2384
K10D2.3.1,1-4802,1-70,71-4348,4349-4802
K10D2.3.2,1-4903,1-70,71-4348,4349-4903
K10D2.4.1,1-302,1-7,8-253,254-302
K10D2.5.1,1-529,1-70,71-427,428-529
K10D2.6.1,1-2294,1-17,18-2006,2007-2294
K10D2.6.2,1-2313,1-28,29-2017,2018-2313
K10D2.7.1,1-381,1-72,73-327,328-381
K10D2.8.1,1-1067,1-11,12-1019,1020-1067
K10D3.1.1,1-2511,,1-2511,
K10D3.2.1,1-2730,1-286,287-2284,2285-2730
K10D3.2.2,1-2734,1-290,291-2288,2289-2734
K10D3.2.3,1-2744,1-290,291-2288,2289-2744
K10D3.3.1,1-1043,1-1,2-847,848-1043
K10D3.4.1,1-3422,1-302,303-3071,3072-3422
K10D3.6.1,1-815,1-234,235-561,562-815
K10D3.8.1,1-177,,1-177,
K10D6.1.1,1-1677,,1-1374,1375-1677
K10D6.2a.1,1-1010,1-11,12-821,822-1010
K10D6.2b.1,1-1063,1-11,12-875,876-1063
K10D6.2c.1,1-1149,1-11,12-752,753-1149
K10D6.2c.10,1-1151,1-11,12-752,753-1151
K10D6.2c.11,1-1035,1-11,12-752,753-1035
K10D6.2c.2,1-1116,1-11,12-752,753-1116
K10D6.2c.3,1-1146,1-11,12-752,753-1146
K10D6.2c.4,1-1128,1-11,12-752,753-1128
K10D6.2c.5,1-1293,1-11,12-752,753-1293
K10D6.2c.6,1-1140,1-11,12-752,753-1140
K10D6.2c.7,1-1140,1-11,12-752,753-1140
K10D6.2c.8,1-1050,1-11,12-752,753-1050
K10D6.2c.9,1-1130,1-11,12-752,753-1130
K10D6.2d.1,1-1198,1-5,6-800,801-1198
K10D6.2d.2,1-1326,1-5,6-800,801-1326
K10D6.3a.1,1-494,1-49,50-442,443-494
K10D6.4a.1,1-1296,,1-885,886-1296
K10D6.4b.1,1-1532,1-20,21-1121,1122-1532
K10F12.3a.1,1-3347,1-12,13-3240,3241-3347
K10F12.3b.1,1-3319,1-5,6-3212,3213-3319
K10F12.4a.1,1-930,,1-930,
K10F12.4b.1,1-760,,1-372,373-760
K10F12.4b.2,1-679,,1-372,373-679
K10F12.6.1,1-366,,1-366,
K10F12.7.1,1-671,,1-390,391-671
K10G4.10.1,1-906,,1-864,865-906
K10G4.15.1,1-180,,1-180,
K10G4.16.1,1-180,,1-180,
K10G4.3.1,1-611,1-2,3-611,
K10G4.5.1,1-2314,,1-2256,2257-2314
K10G6.1.1,1-1381,1-105,106-819,820-1381
K10G6.2.1,1-993,1-44,45-938,939-993
K10G6.3a.1,1-6212,,1-5619,5620-6212
K10G6.3b.1,1-5762,,1-5166,5167-5762
K10G6.3c.1,1-6174,,1-5190,5191-6174
K10G6.3d.1,1-5448,,1-4464,4465-5448
K10G6.3e.1,1-3861,,1-2877,2878-3861
K10G6.3f.1,1-6459,,1-5478,5479-6459
K10G6.3g.1,1-6500,,1-5907,5908-6500
K10G6.3h.1,1-6027,,1-5043,5044-6027
K10G6.3i.1,1-6065,,1-5472,5473-6065
K10G6.3j.1,1-5739,,1-4755,4756-5739
K10G6.3k.1,1-5934,,1-4950,4951-5934
K10G6.3l.1,1-5499,,1-4515,4516-5499
K10G6.3m.1,1-5013,,1-4029,4030-5013
K10G6.3n.1,1-5972,,1-5379,5380-5972
K10G6.3o.1,1-5537,,1-4944,4945-5537
K10G6.3p.1,1-947,,1-351,352-947
K10G6.3q.1,1-5051,,1-4458,4459-5051
K10G6.3r.1,1-5486,,1-4893,4894-5486
K10G6.3s.1,1-3899,,1-3306,3307-3899
K10G6.4.1,1-1564,1-97,98-1477,1478-1564
K10G6.5.1,1-644,1-238,239-580,581-644
K10G6.9.1,1-232,1-6,7-192,193-232
K10G9.1.1,1-2122,1-60,61-1782,1783-2122
K10G9.2.1,1-1140,1-132,133-855,856-1140
K10G9.3a.1,1-1409,,1-1275,1276-1409
K10G9.3b.1,1-1510,1-2,3-1283,1284-1510
K10H10.1.1,1-1680,1-6,7-1344,1345-1680
K10H10.1.2,1-1479,1-6,7-1344,1345-1479
K10H10.10a.1,1-1025,1-42,43-1008,1009-1025
K10H10.10b.1,1-624,,1-624,
K10H10.12.1,1-616,1-165,166-588,589-616
K10H10.13.1,1-663,,1-573,574-663
K10H10.2.1,1-1171,1-32,33-1046,1047-1171
K10H10.2.2,1-1233,1-95,96-1109,1110-1233
K10H10.3a.1,1-1222,,1-1140,1141-1222
K10H10.3c.1,1-872,,1-798,799-872
K10H10.3d.1,1-1101,1-53,54-1019,1020-1101
K10H10.4a.1,1-903,1-70,71-781,782-903
K10H10.4b.1,1-773,1-8,9-653,654-773
K10H10.5.1,1-657,1-3,4-657,
K10H10.6.1,1-966,,1-966,
K10H10.7.1,1-527,1-32,33-431,432-527
K10H10.9.1,1-642,1-11,12-449,450-642
K11B4.1.1,1-1394,,1-1275,1276-1394
K11B4.1.2,1-1537,1-142,143-1417,1418-1537
K11B4.2.1,1-580,1-31,32-487,488-580
K11B4.2.2,1-590,1-31,32-487,488-590
K11C4.1.1,1-994,1-26,27-953,954-994
K11C4.2.1,1-1086,1-10,11-925,926-1086
K11C4.3a.1,1-8131,1-52,53-6826,6827-8131
K11C4.3b.1,1-8265,1-48,49-6957,6958-8265
K11C4.3c.1,1-8347,1-61,62-7042,7043-8347
K11C4.3d.1,1-8212,1-46,47-6904,6905-8212
K11C4.4.1,1-1580,1-267,268-1536,1537-1580
K11C4.5a.1,1-16028,1-89,90-15695,15696-16028
K11C4.5b.1,1-15680,1-89,90-15347,15348-15680
K11C4.5c.1,1-15986,1-89,90-15653,15654-15986
K11C4.5d.1,1-15638,1-89,90-15305,15306-15638
K11C4.5e.1,1-16031,1-89,90-15698,15699-16031
K11C4.5f.1,1-15683,1-89,90-15350,15351-15683
K11C4.5g.1,1-15989,1-89,90-15656,15657-15989
K11C4.5h.1,1-15641,1-89,90-15308,15309-15641
K11C4.5i.1,1-15933,,1-15600,15601-15933
K11C4.5j.1,1-15585,,1-15252,15253-15585
K11C4.5k.1,1-15891,,1-15558,15559-15891
K11C4.5l.1,1-15543,,1-15210,15211-15543
K11C4.5m.1,1-15936,,1-15603,15604-15936
K11C4.5n.1,1-15588,,1-15255,15256-15588
K11C4.5o.1,1-15894,,1-15561,15562-15894
K11C4.5p.1,1-15546,,1-15213,15214-15546
K11D12.1.1,1-1357,1-19,20-1228,1229-1357
K11D12.10a.1,1-3551,1-26,27-3149,3150-3551
K11D12.10b.1,1-3365,1-26,27-2963,2964-3365
K11D12.10b.2,1-3367,1-26,27-2963,2964-3367
K11D12.10c.1,1-3608,1-26,27-3206,3207-3608
K11D12.10d.1,1-3308,1-26,27-2906,2907-3308
K11D12.10d.2,1-3310,1-26,27-2906,2907-3310
K11D12.11.1,1-859,1-192,193-780,781-859
K11D12.11.2,1-1106,1-447,448-1035,1036-1106
K11D12.11.3,1-705,1-46,47-634,635-705
K11D12.12.1,1-719,1-12,13-693,694-719
K11D12.13.1,1-632,1-11,12-578,579-632
K11D12.14.1,1-51,,1-51,
K11D12.2.1,1-1703,1-227,228-1292,1293-1703
K11D12.2.2,1-1637,1-161,162-1226,1227-1637
K11D12.2.3,1-1663,1-187,188-1252,1253-1663
K11D12.2.4,1-1586,1-163,164-1228,1229-1586
K11D12.2.5,1-1605,1-129,130-1194,1195-1605
K11D12.2.6,1-1518,1-42,43-1107,1108-1518
K11D12.2.7,1-1641,1-165,166-1230,1231-1641
K11D12.3a.1,1-1410,1-25,26-1237,1238-1410
K11D12.3b.1,1-1462,1-77,78-1289,1290-1462
K11D12.4.1,1-2323,1-7,8-2254,2255-2323
K11D12.4.2,1-2351,1-13,14-2260,2261-2351
K11D12.5.1,1-809,1-8,9-683,684-809
K11D12.5.2,1-749,1-8,9-683,684-749
K11D12.6.1,1-606,1-11,12-572,573-606
K11D12.7.1,1-672,,1-564,565-672
K11D12.7.2,1-706,,1-564,565-706
K11D12.8.1,1-724,1-8,9-488,489-724
K11D12.9.1,1-1292,1-35,36-1238,1239-1292
K11D2.1a.1,1-921,1-139,140-826,827-921
K11D2.1b.1,1-954,1-22,23-859,860-954
K11D2.2.1,1-1337,1-97,98-1279,1280-1337
K11D2.2.2,1-1319,1-44,45-1226,1227-1319
K11D2.2.3,1-1339,1-44,45-1226,1227-1339
K11D2.3a.1,1-1855,1-67,68-1336,1337-1855
K11D2.3a.2,1-2044,1-256,257-1525,1526-2044
K11D2.3b.1,1-686,,1-177,178-686
K11D2.3c.1,1-1341,,1-822,823-1341
K11D2.4a.1,1-2236,1-90,91-1467,1468-2236
K11D2.4a.2,1-2157,1-11,12-1388,1389-2157
K11D2.4b.1,1-1726,,1-957,958-1726
K11D2.4c.1,1-1924,,1-1155,1156-1924
K11D2.4d.1,1-1492,,1-723,724-1492
K11D2.4e.1,1-2110,,1-1341,1342-2110
K11D2.5.1,1-1288,1-3,4-1050,1051-1288
K11D9.1a.1,1-2495,1-2,3-2246,2247-2495
K11D9.1b.1,1-2324,1-5,6-2075,2076-2324
K11D9.2a.1,1-3865,1-34,35-3214,3215-3865
K11D9.2a.2,1-3539,1-34,35-3214,3215-3539
K11D9.2a.3,1-3655,1-44,45-3224,3225-3655
K11D9.2b.1,1-3466,1-34,35-3049,3050-3466
K11D9.2b.2,1-3328,1-34,35-3049,3050-3328
K11D9.2b.3,1-3338,1-44,45-3059,3060-3338
K11D9.2b.4,1-3288,1-34,35-3049,3050-3288
K11D9.2b.5,1-3469,1-36,37-3051,3052-3469
K11D9.2c.1,1-3232,1-2,3-2801,2802-3232
K11D9.3.1,1-1639,1-1,2-1444,1445-1639
K11D9.3.2,1-1784,1-146,147-1589,1590-1784
K11D9.3.3,1-1740,1-102,103-1545,1546-1740
K11D9.3.4,1-1735,1-97,98-1540,1541-1735
K11E4.1.1,1-990,1-37,38-946,947-990
K11E4.2.1,1-1109,1-84,85-903,904-1109
K11E4.3.1,1-1070,1-4,5-1054,1055-1070
K11E4.4a.1,1-2933,1-6,7-1947,1948-2933
K11E4.4b.1,1-1573,1-4,5-1357,1358-1573
K11E4.5a.1,1-2297,1-132,133-1869,1870-2297
K11E4.5b.1,1-2174,,1-1746,1747-2174
K11E4.6.1,1-1011,,1-1011,
K11E8.1a.1,1-1434,,1-693,694-1434
K11E8.1b.1,1-719,1-305,306-719,
K11E8.1b.2,1-638,1-224,225-638,
K11E8.1b.3,1-568,1-154,155-568,
K11E8.1d.1,1-2495,1-305,306-1754,1755-2495
K11E8.1d.2,1-2414,1-224,225-1673,1674-2414
K11E8.1d.3,1-2501,1-311,312-1760,1761-2501
K11E8.1d.4,1-2344,1-154,155-1603,1604-2344
K11E8.1e.1,1-2648,1-305,306-1907,1908-2648
K11E8.1e.2,1-2567,1-224,225-1826,1827-2567
K11E8.1e.3,1-2734,1-391,392-1993,1994-2734
K11E8.1e.4,1-2735,1-392,393-1994,1995-2735
K11E8.1e.5,1-2573,1-230,231-1832,1833-2573
K11E8.1e.6,1-2497,1-154,155-1756,1757-2497
K11E8.1f.1,1-2603,1-305,306-1862,1863-2603
K11E8.1f.2,1-2522,1-224,225-1781,1782-2522
K11E8.1f.3,1-2609,1-311,312-1868,1869-2609
K11E8.1f.4,1-2528,1-230,231-1787,1788-2528
K11E8.1f.5,1-2452,1-154,155-1711,1712-2452
K11E8.1g.1,1-2609,1-305,306-1868,1869-2609
K11E8.1g.2,1-2528,1-224,225-1787,1788-2528
K11E8.1g.3,1-2538,1-234,235-1797,1798-2538
K11E8.1g.4,1-2458,1-154,155-1717,1718-2458
K11E8.1h.1,1-2762,1-305,306-2021,2022-2762
K11E8.1h.2,1-2681,1-224,225-1940,1941-2681
K11E8.1h.3,1-2691,1-234,235-1950,1951-2691
K11E8.1h.4,1-2611,1-154,155-1870,1871-2611
K11E8.1i.1,1-1729,1-305,306-1358,1359-1729
K11E8.1i.2,1-4834,1-224,225-1277,1278-4834
K11E8.1i.3,1-4845,1-235,236-1288,1289-4845
K11E8.1i.4,1-1578,1-154,155-1207,1208-1578
K11E8.1k.1,1-1720,1-305,306-1214,1215-1720
K11E8.1k.2,1-1639,1-224,225-1133,1134-1639
K11E8.1k.3,1-1569,1-154,155-1063,1064-1569
K11E8.1l.1,1-1705,1-305,306-1214,1215-1705
K11E8.1l.2,1-1624,1-224,225-1133,1134-1624
K11E8.1l.3,1-1554,1-154,155-1063,1064-1554
K11E8.1l.4,1-1495,1-154,155-1063,1064-1495
K11E8.1m.1,1-1920,1-248,249-1178,1179-1920
K11E8.1n.1,1-1562,1-173,174-821,822-1562
K11E8.1o.1,1-1751,1-200,201-1010,1011-1751
K11E8.1p.1,1-1392,,1-651,652-1392
K11E8.1q.1,1-1000,1-9,10-321,322-1000
K11E8.1r.1,1-2787,,1-2046,2047-2787
K11E8.1s.1,1-1542,,1-801,802-1542
K11E8.1t.1,1-1638,,1-897,898-1638
K11G12.1a.1,1-1802,1-1,2-1741,1742-1802
K11G12.1b.1,1-1673,1-1,2-1369,1370-1673
K11G12.2.1,1-2121,1-229,230-1957,1958-2121
K11G12.3.1,1-1829,1-25,26-1666,1667-1829
K11G12.4a.1,1-1846,1-23,24-1712,1713-1846
K11G12.4a.2,1-1861,1-38,39-1727,1728-1861
K11G12.5.1,1-1130,1-8,9-881,882-1130
K11G12.5.2,1-1373,1-8,9-881,882-1373
K11G12.6a.1,1-1655,,1-1512,1513-1655
K11G12.6b.1,1-2110,,1-1875,1876-2110
K11G12.7.1,1-1659,1-49,50-1513,1514-1659
K11G9.1.1,1-1710,1-1,2-1654,1655-1710
K11G9.2.1,1-1727,1-1,2-1627,1628-1727
K11G9.3.1,1-1685,,1-1647,1648-1685
K11G9.4.1,1-1423,1-6,7-867,868-1423
K11G9.5.1,1-1628,1-7,8-1390,1391-1628
K11G9.6.1,1-373,1-31,32-259,260-373
K11G9.6.2,1-480,1-31,32-259,260-480
K11H12.1.1,1-463,1-19,20-346,347-463
K11H12.10.1,1-584,1-291,292-537,538-584
K11H12.11.1,1-1317,1-190,191-1267,1268-1317
K11H12.2.1,1-732,1-5,6-620,621-732
K11H12.3.1,1-1122,,1-636,637-1122
K11H12.4.1,1-1293,1-10,11-1234,1235-1293
K11H12.5.1,1-939,1-7,8-880,881-939
K11H12.6a.1,1-462,1-63,64-462,
K11H12.6b.1,1-579,1-63,64-468,469-579
K11H12.6b.2,1-521,1-5,6-410,411-521
K11H12.7.1,1-694,,1-384,385-694
K11H12.7.2,1-466,1-6,7-390,391-466
K11H12.8a.1,1-1216,1-7,8-1036,1037-1216
K11H12.8b.1,1-1223,1-7,8-346,347-1223
K11H12.8b.2,1-1193,,1-339,340-1193
K11H12.8b.3,1-1119,,1-339,340-1119
